id,client_id,variation
31757,2901726,Control
31758,2820986,Control
31759,1539812,Test
31760,4540243,Control
31761,3068582,Test
31762,5176155,Test
31763,6535825,Test
31764,7379632,Test
31765,3246483,Control
31766,7198363,Test
31767,90596,Control
31768,4494555,Test
31769,6983793,Control
31770,2790623,Test
31771,4491592,Test
31772,9280328,Control
31773,658934,Control
31774,229522,Test
31775,8320528,Test
31776,6045314,Control
31777,1987034,Control
31778,8045011,Control
31779,5505534,Control
31780,7249540,Control
31781,1064624,Control
31782,1939574,Control
31783,4092629,Test
31784,7321667,Test
31785,2640267,Test
31786,2861792,Test
31787,5119690,Control
31788,4373559,Test
31789,9182109,Test
31790,9445402,Test
31791,6740875,Control
31792,4133509,Control
31793,9740191,Test
31794,9464747,Test
31795,7661135,Control
31796,4811074,Test
31797,3791844,Control
31798,654632,Test
31799,7626686,Control
31800,2944878,Test
31801,8045640,Control
31802,1061120,Control
31803,3110656,Test
31804,7853891,Control
31805,7668562,Test
31806,7686586,Control
31807,1919788,Control
31808,1672520,Test
31809,1210125,Control
31810,9953748,Test
31811,2479001,Test
31812,8956906,Test
31813,697708,Control
31814,4149721,Control
31815,9188877,Control
31816,2710107,Control
31817,4866515,Control
31818,9464958,Control
31819,4346799,Test
31820,2035046,Test
31821,395610,Control
31822,4889141,Test
31823,860571,Control
31824,3790491,Test
31825,8053362,Test
31826,9829569,Control
31827,3957627,Test
31828,7365875,Test
31829,3831506,Test
31830,9740604,Control
31831,2852913,Test
31832,8918685,Control
31833,8592441,Test
31834,2761846,Test
31835,4013415,Control
31836,7816954,Test
31837,1796649,Control
31838,7159688,Test
31839,9670485,Test
31840,2849820,Test
31841,963965,Test
31842,6425496,Control
31843,1131352,Control
31844,7429644,Control
31845,1610962,Test
31846,7088619,Test
31847,3974144,Control
31848,5040493,Test
31849,4054439,Test
31850,3754736,Control
31851,6917672,Test
31852,3634652,Test
31853,7479732,Control
31854,8388524,Control
31855,3309659,Test
31856,1555809,Control
31857,7673881,Control
31858,7837934,Test
31859,8889466,Control
31860,1087085,Control
31861,745510,Control
31862,2333713,Test
31863,6358744,Test
31864,8862022,Control
31865,6305110,Control
31866,6967611,Control
31867,7190805,Control
31868,3381948,Control
31869,3740584,Test
31870,3597835,Test
31871,8885339,Control
31872,2136669,Test
31873,9230222,Test
31874,7745786,Test
31875,1131259,Test
31876,2873709,Control
31877,6439467,Test
31878,9541276,Test
31879,9680074,Test
31880,3162969,Test
31881,639127,Test
31882,6811150,Control
31883,3080346,Test
31884,1169570,Control
31885,9010548,Control
31886,5054199,Control
31887,4051239,Test
31888,4469222,Control
31889,6530650,Control
31890,3867575,Test
31891,7301705,Control
31892,9122332,Test
31893,6237192,Control
31894,2230091,Control
31895,9069804,Test
31896,4945637,Test
31897,53126,Control
31898,3348729,Test
31899,1384091,Test
31900,3237124,Test
31901,8840459,Control
31902,4542543,Test
31903,5742749,Test
31904,4473146,Test
31905,326204,Test
31906,2920551,Test
31907,7758995,Test
31908,5261041,Test
31909,6386134,Test
31910,154640,Control
31911,158201,Test
31912,9366421,Test
31913,80915,Control
31914,2238252,Test
31915,9985826,Test
31916,7146447,Test
31917,1676219,Test
31918,8912315,Control
31919,8134938,Control
31920,8401660,Test
31921,6875605,Control
31922,5362874,Test
31923,7035416,Test
31924,6921713,Test
31925,4334858,Control
31926,9651925,Test
31927,7123934,Test
31928,9029843,Test
31929,7841112,Control
31930,6430198,Test
31931,6902929,Test
31932,127825,Test
31933,3242557,Control
31934,4575326,Test
31935,9494036,Control
31936,4871635,Control
31937,331795,Control
31938,3235299,Test
31939,5501969,Test
31940,4506484,Test
31941,4861358,Test
31942,5228044,Test
31943,1319661,Control
31944,6247455,Test
31945,2714848,Control
31946,9767465,Test
31947,120351,Test
31948,2417368,Control
31949,5817293,Control
31950,4564121,Test
31951,1324690,Control
31952,9367245,Control
31953,9681169,Control
31954,4514556,Control
31955,5077812,Control
31956,485005,Test
31957,2503853,Test
31958,8856396,Test
31959,544420,Test
31960,1289497,Control
31961,9881287,Control
31962,910275,Control
31963,5698909,Test
31964,5484362,Control
31965,6349231,Test
31966,1048676,Test
31967,5755351,Test
31968,1626983,Test
31969,3701784,Control
31970,5426762,Test
31971,3957137,Control
31972,5811616,Control
31973,2669917,Test
31974,3827070,Test
31975,7218482,Test
31976,6447371,Control
31977,7906156,Control
31978,5610493,Test
31979,2460796,Test
31980,2577697,Test
31981,7376723,Test
31982,6154241,Test
31983,5373510,Control
31984,8965464,Test
31985,4069950,Test
31986,5570888,Test
31987,7098068,Test
31988,4928046,Control
31989,2950141,Control
31990,897752,Control
31991,2465243,Test
31992,4243856,Control
31993,8858141,Test
31994,2622956,Test
31995,5034038,Control
31996,6762080,Test
31997,6677009,Test
31998,7299908,Control
31999,7862447,Test
32000,8800514,Control
32001,1072592,Test
32002,8308691,Control
32003,2701538,Control
32004,5816519,Test
32005,4337587,Control
32006,2566649,Test
32007,1036396,Test
32008,2673316,Test
32009,1006430,Test
32010,9158801,Test
32011,7835069,Control
32012,279718,Test
32013,6884155,Test
32014,6030712,Test
32015,1931928,Control
32016,5257691,Test
32017,6621927,Test
32018,8740874,Control
32019,8385033,Control
32020,5453370,Control
32021,8556712,Control
32022,4159174,Control
32023,6134357,Test
32024,603457,Control
32025,1357384,Control
32026,1584495,Control
32027,2485024,Control
32028,4107185,Test
32029,2602009,Test
32030,6167749,Test
32031,1633645,Control
32032,7707869,Control
32033,3892244,Control
32034,3639266,Test
32035,6518235,Test
32036,7748462,Control
32037,5001483,Control
32038,6788740,Test
32039,596483,Test
32040,6786190,Control
32041,2376486,Test
32042,6687187,Control
32043,2216021,Test
32044,5758630,Control
32045,7291539,Control
32046,3709854,Test
32047,3351739,Control
32048,6859092,Test
32049,3520004,Control
32050,8644245,Test
32051,9122308,Control
32052,2369934,Test
32053,5282724,Test
32054,3634241,Test
32055,5592378,Control
32056,6530293,Test
32057,9957402,Control
32058,7794004,Test
32059,4078671,Test
32060,3087062,Test
32061,9521340,Test
32062,236546,Control
32063,9558928,Control
32064,9719474,Control
32065,3356929,Test
32066,1034465,Test
32067,5036673,Control
32068,3908301,Control
32069,559881,Control
32070,1606891,Control
32071,6080815,Test
32072,9588775,Control
32073,3376992,Test
32074,6813503,Control
32075,8624830,Test
32076,2426725,Test
32077,7856716,Test
32078,1952462,Control
32079,4349736,Control
32080,4842686,Test
32081,2367906,Control
32082,5994023,Control
32083,7628967,Control
32084,3403308,Test
32085,1412733,Test
32086,9928840,Test
32087,6133281,Test
32088,4821950,Control
32089,6630684,Control
32090,680405,Test
32091,4767439,Control
32092,5388847,Test
32093,2172228,Control
32094,2199157,Test
32095,7975844,Test
32096,5964992,Test
32097,9080038,Control
32098,7732268,Test
32099,1624643,Control
32100,4542791,Test
32101,3782259,Test
32102,943335,Control
32103,9682711,Control
32104,1839525,Test
32105,5813289,Test
32106,6125271,Test
32107,2559250,Test
32108,9159317,Control
32109,5729713,Test
32110,7998392,Control
32111,8467427,Test
32112,5268640,Test
32113,1417586,Control
32114,1065324,Control
32115,5009290,Control
32116,2050197,Test
32117,1994638,Test
32118,9286234,Test
32119,4343302,Test
32120,7493041,Test
32121,5765562,Test
32122,2184069,Test
32123,1716100,Test
32124,314673,Test
32125,1704232,Control
32126,3125088,Test
32127,2981933,Control
32128,7821194,Test
32129,2850550,Test
32130,5029647,Test
32131,2723801,Control
32132,237686,Test
32133,6789701,Test
32134,7576316,Control
32135,6985,Control
32136,2465819,Control
32137,4178665,Control
32138,3780395,Control
32139,1927579,Test
32140,4948163,Control
32141,9404711,Test
32142,7648381,Test
32143,6697652,Test
32144,7574598,Control
32145,2628857,Test
32146,8759490,Test
32147,7696177,Control
32148,963061,Test
32149,6804934,Control
32150,9114853,Control
32151,6885898,Test
32152,7183287,Control
32153,6327460,Control
32154,5370094,Test
32155,3474098,Control
32156,1081382,Control
32157,3990599,Test
32158,7263978,Control
32159,7038187,Control
32160,9490355,Test
32161,8492564,Test
32162,7637261,Test
32163,320617,Test
32164,918053,Control
32165,5970149,Control
32166,8291015,Test
32167,9137772,Test
32168,4192940,Control
32169,53990,Control
32170,9853868,Control
32171,7750644,Test
32172,7598094,Test
32173,2594659,Control
32174,5378941,Test
32175,1967086,Control
32176,8234923,Control
32177,5818516,Test
32178,1060628,Control
32179,1767602,Test
32180,180953,Control
32181,251479,Control
32182,2277142,Control
32183,2329201,Control
32184,3248710,Test
32185,9069966,Test
32186,7771527,Test
32187,4230200,Test
32188,3236017,Test
32189,9244201,Test
32190,7763498,Test
32191,4153931,Control
32192,4071978,Control
32193,3689164,Control
32194,6461165,Control
32195,5500495,Control
32196,7675326,Control
32197,1096870,Control
32198,4469398,Control
32199,8707061,Control
32200,4251068,Control
32201,9168334,Test
32202,6797402,Control
32203,693757,Control
32204,385337,Test
32205,4965716,Control
32206,903339,Test
32207,1539844,Control
32208,4874967,Control
32209,2880593,Test
32210,1529368,Control
32211,908709,Test
32212,1936,Test
32213,5904035,Test
32214,8180884,Control
32215,9005733,Test
32216,3512288,Control
32217,1001731,Control
32218,8455692,Control
32219,3823225,Control
32220,4114037,Control
32221,6660518,Control
32222,846090,Test
32223,5969328,Control
32224,422765,Test
32225,4491137,Control
32226,7862568,Test
32227,6768081,Control
32228,1885992,Test
32229,4026845,Test
32230,9458551,Test
32231,6206976,Test
32232,87300,Control
32233,9490819,Test
32234,15189,Test
32235,3590317,Test
32236,3417318,Test
32237,6524783,Test
32238,1981903,Test
32239,748984,Test
32240,8413855,Control
32241,48724,Test
32242,8077428,Test
32243,9632093,Control
32244,5600283,Test
32245,8327879,Control
32246,4825475,Test
32247,201846,Test
32248,9058953,Test
32249,249632,Test
32250,4976982,Control
32251,4546484,Test
32252,9827500,Test
32253,6096252,Control
32254,8242900,Test
32255,7448032,Control
32256,5209145,Test
32257,937647,Control
32258,6160592,Control
32259,3625526,Test
32260,6926552,Control
32261,6743414,Control
32262,2576852,Test
32263,8023944,Control
32264,1582129,Test
32265,1253941,Control
32266,7132018,Test
32267,6000667,Test
32268,9876029,Test
32269,7732298,Test
32270,188807,Control
32271,1862191,Control
32272,6072522,Control
32273,6532865,Test
32274,8575616,Control
32275,9692048,Control
32276,766464,Test
32277,2808502,Test
32278,4686288,Test
32279,1364907,Test
32280,7526845,Test
32281,6814540,Control
32282,3081541,Control
32283,8738260,Control
32284,6980497,Test
32285,4681498,Control
32286,8383202,Test
32287,6139351,Control
32288,8753548,Test
32289,9726474,Test
32290,3340481,Test
32291,6219066,Test
32292,3317453,Control
32293,8180165,Test
32294,6307446,Test
32295,8843472,Control
32296,2967792,Control
32297,2288009,Test
32298,1297334,Test
32299,9289320,Control
32300,7123695,Control
32301,3703729,Test
32302,6732360,Control
32303,9866595,Test
32304,3187046,Control
32305,7257825,Test
32306,4546343,Test
32307,5181907,Test
32308,5592443,Test
32309,3229964,Test
32310,8835580,Test
32311,6212252,Control
32312,1961214,Test
32313,2972128,Test
32314,6418806,Test
32315,1332349,Control
32316,9607036,Test
32317,266497,Control
32318,6531402,Test
32319,1338762,Control
32320,5283341,Test
32321,261785,Test
32322,3880053,Control
32323,4601555,Test
32324,818413,Test
32325,230117,Control
32326,3366315,Test
32327,5118056,Test
32328,7332645,Test
32329,2153656,Control
32330,5972884,Test
32331,4381659,Test
32332,2422593,Test
32333,858693,Test
32334,2494977,Control
32335,8327432,Control
32336,3052534,Control
32337,3791797,Test
32338,8758301,Test
32339,5104854,Test
32340,8193148,Test
32341,2758714,Control
32342,1727872,Test
32343,416346,Test
32344,9687579,Test
32345,2103672,Test
32346,6863960,Control
32347,1916528,Test
32348,118723,Control
32349,4543902,Test
32350,9267466,Test
32351,3542128,Test
32352,305028,Test
32353,9959486,Control
32354,9198255,Control
32355,9336025,Control
32356,3731938,Test
32357,7468818,Test
32358,7067348,Control
32359,3652844,Control
32360,6496436,Test
32361,2141013,Control
32362,5231727,Test
32363,2222556,Test
32364,7520214,Test
32365,7670830,Control
32366,2372658,Control
32367,953654,Control
32368,8886879,Control
32369,3464541,Test
32370,6943784,Test
32371,5063441,Control
32372,7207209,Control
32373,6444715,Test
32374,4287216,Test
32375,4493114,Control
32376,3432025,Control
32377,8785376,Control
32378,6234162,Control
32379,9488533,Test
32380,9169826,Test
32381,1169083,Control
32382,4757536,Control
32383,6319952,Test
32384,5749316,Control
32385,9413786,Control
32386,6344617,Test
32387,6564341,Test
32388,2270179,Test
32389,8763720,Control
32390,6379541,Control
32391,4653790,Test
32392,9966028,Test
32393,2821005,Test
32394,9089095,Test
32395,4608096,Control
32396,6463002,Control
32397,8978031,Control
32398,9512477,Control
32399,5874483,Control
32400,9970519,Test
32401,7118730,Control
32402,5333854,Control
32403,7835776,Control
32404,7706822,Control
32405,4002725,Control
32406,2445884,Test
32407,346805,Test
32408,3991845,Control
32409,1504082,Test
32410,5269959,Test
32411,3344093,Control
32412,7358716,Test
32413,2276803,Control
32414,8044088,Test
32415,8577522,Control
32416,7032545,Test
32417,7714524,Control
32418,690815,Test
32419,843468,Control
32420,4698491,Control
32421,1027952,Control
32422,5547433,Test
32423,7744279,Test
32424,523470,Control
32425,4019355,Control
32426,6842993,Test
32427,3395329,Control
32428,3273765,Control
32429,8666669,Control
32430,481268,Test
32431,7933649,Control
32432,3076358,Control
32433,705871,Test
32434,7476055,Test
32435,9258987,Test
32436,3758871,Control
32437,4838415,Control
32438,2088839,Test
32439,2363600,Test
32440,3471981,Test
32441,1278603,Control
32442,5289273,Test
32443,8132819,Test
32444,7893490,Test
32445,342341,Control
32446,8864663,Control
32447,3662008,Test
32448,4631808,Test
32449,3233984,Control
32450,5922203,Control
32451,2952653,Control
32452,1697143,Test
32453,1173753,Control
32454,6412806,Test
32455,5383103,Test
32456,9884285,Test
32457,947167,Control
32458,6528570,Test
32459,334242,Test
32460,7709301,Test
32461,136873,Test
32462,4991965,Test
32463,3276529,Control
32464,2856778,Test
32465,7302292,Test
32466,1443359,Test
32467,1227277,Control
32468,2766253,Test
32469,6445013,Test
32470,1124273,Test
32471,8670466,Test
32472,8697150,Control
32473,9131627,Test
32474,8226139,Control
32475,8430354,Control
32476,3539134,Test
32477,6596429,Control
32478,2206736,Test
32479,6893972,Control
32480,9517647,Control
32481,3289565,Test
32482,6645179,Test
32483,5296140,Control
32484,5511009,Test
32485,3368135,Control
32486,4648625,Test
32487,33190,Control
32488,5927735,Test
32489,7270311,Test
32490,81720,Test
32491,3436036,Test
32492,3935675,Test
32493,3487248,Control
32494,443262,Test
32495,2023843,Test
32496,3809150,Control
32497,2996810,Test
32498,1498073,Test
32499,8062240,Test
32500,8429153,Test
32501,6898071,Test
32502,8969133,Test
32503,1911688,Control
32504,9466957,Control
32505,84108,Control
32506,4472483,Test
32507,4217274,Test
32508,8133214,Test
32509,6913436,Test
32510,146603,Control
32511,5301546,Test
32512,5623633,Test
32513,2579363,Test
32514,6313049,Control
32515,3073670,Control
32516,994100,Test
32517,1194530,Control
32518,6717752,Test
32519,7123977,Control
32520,9666391,Control
32521,4760221,Control
32522,6165913,Control
32523,5890801,Control
32524,8718482,Control
32525,9269565,Control
32526,8091922,Control
32527,5243165,Control
32528,3599159,Test
32529,4632590,Test
32530,851453,Control
32531,4675164,Control
32532,5949513,Test
32533,8720328,Control
32534,895221,Control
32535,5570366,Control
32536,1187132,Test
32537,7828609,Test
32538,5284240,Test
32539,7452055,Test
32540,3859627,Control
32541,1142574,Test
32542,5230087,Control
32543,175128,Control
32544,3397950,Test
32545,8080471,Control
32546,995889,Test
32547,4259789,Test
32548,9787079,Control
32549,1873438,Test
32550,9680276,Control
32551,8500602,Test
32552,5544104,Test
32553,5393255,Test
32554,7074277,Control
32555,4937035,Control
32556,9252902,Control
32557,3651919,Test
32558,2606655,Control
32559,9690919,Control
32560,4364957,Control
32561,5459007,Test
32562,4475357,Control
32563,8222868,Test
32564,4104463,Test
32565,2685804,Control
32566,1991503,Test
32567,674947,Test
32568,2236425,Control
32569,8042509,Control
32570,6218926,Test
32571,6528441,Control
32572,4371220,Test
32573,9572701,Control
32574,1682826,Control
32575,6507462,Control
32576,6971271,Test
32577,1944168,Control
32578,9797408,Control
32579,7748548,Test
32580,7124517,Control
32581,5091469,Test
32582,7679326,Test
32583,5451373,Control
32584,5453705,Test
32585,8559431,Test
32586,6916531,Control
32587,6864371,Control
32588,8890325,Test
32589,7905510,Control
32590,3891239,Test
32591,6206573,Control
32592,9150149,Control
32593,6210900,Test
32594,3302208,Control
32595,3465915,Test
32596,6130491,Test
32597,3284525,Test
32598,3928305,Control
32599,5123985,Test
32600,5471024,Control
32601,6545342,Test
32602,1768510,Test
32603,1659147,Test
32604,9490262,Control
32605,5045965,Test
32606,4422924,Control
32607,4346633,Test
32608,8321972,Control
32609,5950496,Test
32610,5144151,Control
32611,4060286,Control
32612,3148603,Control
32613,1349728,Control
32614,9674668,Control
32615,7517800,Test
32616,4335230,Test
32617,8557245,Control
32618,6770563,Test
32619,3078775,Test
32620,177876,Control
32621,7595038,Control
32622,5110302,Test
32623,7986054,Test
32624,7239063,Control
32625,7124991,Control
32626,5488119,Control
32627,2135989,Control
32628,9070743,Control
32629,6241556,Test
32630,48424,Control
32631,6338896,Test
32632,2791395,Control
32633,615001,Control
32634,1433299,Test
32635,4084333,Control
32636,5883378,Test
32637,5408064,Test
32638,8200585,Test
32639,8867579,Control
32640,2447461,Control
32641,3156633,Test
32642,5937897,Control
32643,5221886,Control
32644,534481,Control
32645,6356481,Test
32646,1042347,Control
32647,8404592,Test
32648,719967,Test
32649,5048268,Control
32650,851626,Test
32651,3119324,Test
32652,2886311,Test
32653,5566507,Test
32654,7709294,Test
32655,1609635,Test
32656,8578147,Test
32657,9396831,Test
32658,348355,Control
32659,4061962,Test
32660,229123,Test
32661,7450119,Control
32662,6881753,Test
32663,1101382,Control
32664,219882,Test
32665,5848267,Control
32666,2003392,Control
32667,5539836,Control
32668,8275933,Test
32669,4719350,Control
32670,2214904,Test
32671,6229511,Test
32672,6657865,Test
32673,1505130,Test
32674,6911858,Test
32675,8105626,Control
32676,4162726,Control
32677,853358,Test
32678,9679043,Control
32679,4972499,Control
32680,9237729,Test
32681,7625054,Control
32682,2550200,Control
32683,1204030,Test
32684,8834933,Control
32685,5255286,Control
32686,3787488,Control
32687,4938865,Test
32688,8686873,Control
32689,2935311,Control
32690,52461,Control
32691,2634257,Test
32692,6778936,Test
32693,6937917,Test
32694,266183,Control
32695,445794,Test
32696,7240019,Test
32697,8604039,Control
32698,351792,Control
32699,2658964,Control
32700,4116719,Test
32701,2865677,Control
32702,4570643,Control
32703,6116287,Test
32704,9426272,Control
32705,3527743,Test
32706,3560316,Test
32707,4825303,Control
32708,3696773,Test
32709,8175396,Control
32710,3190314,Control
32711,2902418,Test
32712,9599895,Test
32713,5633899,Test
32714,4378428,Control
32715,9272674,Control
32716,2256413,Control
32717,1939607,Test
32718,7774764,Control
32719,9714233,Control
32720,9945499,Control
32721,5769716,Control
32722,2177143,Test
32723,5107553,Test
32724,8533635,Test
32725,6553545,Test
32726,2815071,Control
32727,5402515,Test
32728,1575474,Control
32729,3966303,Control
32730,3105010,Control
32731,408180,Control
32732,7622555,Control
32733,4284817,Test
32734,635224,Test
32735,7058578,Test
32736,7514622,Test
32737,3284361,Test
32738,3198963,Test
32739,7417313,Control
32740,4792283,Control
32741,9318155,Control
32742,2254930,Test
32743,537662,Control
32744,4285905,Test
32745,9184205,Test
32746,5759946,Control
32747,6705275,Control
32748,5749370,Control
32749,8985518,Control
32750,3334754,Test
32751,5852849,Control
32752,6242999,Control
32753,1591332,Control
32754,4921862,Test
32755,7683638,Control
32756,8636621,Test
32757,2141929,Control
32758,7338686,Test
32759,4102238,Test
32760,5656171,Control
32761,5198344,Test
32762,2755280,Test
32763,2639882,Test
32764,15050,Test
32765,3875579,Test
32766,8521180,Test
32767,7574307,Control
32768,2159788,Test
32769,1631458,Test
32770,198857,Control
32771,1752343,Test
32772,4915208,Control
32773,5269098,Control
32774,2969808,Control
32775,3657517,Test
32776,9144131,Test
32777,6461378,Test
32778,5071519,Test
32779,6750632,Control
32780,3877780,Test
32781,7816798,Control
32782,2156378,Test
32783,1772874,Test
32784,4023749,Control
32785,5640323,Control
32786,4999703,Test
32787,4011125,Test
32788,9949831,Test
32789,1442097,Test
32790,3254514,Test
32791,6030837,Control
32792,377022,Test
32793,862906,Test
32794,1927505,Control
32795,687283,Control
32796,8044344,Test
32797,6776434,Control
32798,820629,Test
32799,9765356,Test
32800,7300656,Test
32801,7360071,Test
32802,1063395,Test
32803,853948,Test
32804,3160757,Test
32805,761884,Test
32806,9399620,Control
32807,6494165,Test
32808,8461847,Test
32809,4344239,Control
32810,5236509,Control
32811,5865564,Test
32812,4190859,Test
32813,1919716,Control
32814,1877137,Test
32815,620734,Control
32816,3463943,Control
32817,4465200,Test
32818,3836030,Control
32819,3285762,Test
32820,7536684,Control
32821,5396220,Control
32822,2531827,Test
32823,2355218,Test
32824,8535609,Control
32825,2894996,Control
32826,8740925,Control
32827,381655,Control
32828,9964541,Test
32829,1700371,Control
32830,4213460,Test
32831,7036563,Test
32832,4302031,Control
32833,4308598,Control
32834,8505547,Test
32835,8069761,Control
32836,7711033,Test
32837,4429250,Test
32838,9464626,Test
32839,3152279,Test
32840,7547652,Test
32841,8769982,Control
32842,1492595,Test
32843,3800523,Test
32844,3246048,Test
32845,2347584,Control
32846,5227876,Test
32847,2574803,Control
32848,6716032,Control
32849,2782058,Control
32850,6678962,Control
32851,227805,Test
32852,741656,Test
32853,4435264,Control
32854,5529882,Control
32855,618322,Test
32856,4965891,Control
32857,4829573,Test
32858,9486376,Control
32859,162575,Control
32860,2959782,Control
32861,5415276,Control
32862,1932408,Test
32863,6241245,Test
32864,4381389,Test
32865,8406897,Control
32866,7583850,Control
32867,8077479,Control
32868,6241144,Test
32869,1548937,Test
32870,7878589,Control
32871,1374292,Test
32872,4440789,Test
32873,5846178,Control
32874,8028488,Test
32875,8149214,Control
32876,3128340,Control
32877,1901343,Test
32878,5210872,Test
32879,2518804,Control
32880,2693022,Test
32881,9460446,Test
32882,2523987,Control
32883,6929800,Control
32884,5126305,Control
32885,6195482,Control
32886,4150996,Test
32887,5017388,Test
32888,203500,Test
32889,9789879,Control
32890,5765798,Control
32891,8549073,Test
32892,9272404,Test
32893,6359735,Control
32894,5958961,Test
32895,871652,Control
32896,1294767,Test
32897,4969763,Control
32898,9042674,Control
32899,5665758,Control
32900,5783227,Test
32901,8257047,Test
32902,9543802,Test
32903,3419383,Test
32904,6955685,Test
32905,3165582,Test
32906,5459064,Control
32907,531286,Control
32908,7575683,Test
32909,8221149,Test
32910,6421319,Control
32911,8383454,Test
32912,8163796,Test
32913,176808,Control
32914,3407578,Test
32915,1979629,Test
32916,1590237,Test
32917,3910683,Test
32918,7796867,Control
32919,8548975,Test
32920,826202,Control
32921,3246879,Control
32922,620994,Test
32923,4359742,Control
32924,3061563,Control
32925,613134,Control
32926,4667991,Control
32927,9682462,Test
32928,2468222,Control
32929,613009,Test
32930,4286767,Control
32931,3684402,Test
32932,8971463,Control
32933,1881766,Test
32934,2544793,Test
32935,7598151,Test
32936,7209559,Test
32937,8438270,Control
32938,8551366,Test
32939,9119484,Control
32940,256277,Test
32941,8482390,Control
32942,4276350,Test
32943,7190256,Test
32944,9838634,Control
32945,8905969,Test
32946,1080489,Control
32947,1117004,Control
32948,9994194,Control
32949,1830446,Control
32950,1634935,Test
32951,4212950,Test
32952,7277090,Control
32953,4083477,Control
32954,332121,Control
32955,943763,Control
32956,4066643,Control
32957,8101420,Control
32958,7928493,Test
32959,7511255,Test
32960,7365416,Control
32961,2751460,Test
32962,2885113,Test
32963,66169,Control
32964,3004381,Control
32965,2268231,Control
32966,619573,Control
32967,1986592,Control
32968,5885503,Test
32969,4411554,Control
32970,6008567,Test
32971,5096365,Test
32972,4564305,Test
32973,9572005,Test
32974,5089721,Test
32975,8271821,Test
32976,9848741,Control
32977,367331,Control
32978,4005943,Control
32979,3965253,Test
32980,4357231,Test
32981,530965,Test
32982,6384600,Control
32983,2819141,Control
32984,8403390,Test
32985,4442274,Test
32986,6964981,Control
32987,3967029,Control
32988,9879018,Test
32989,3156983,Test
32990,8442614,Test
32991,220901,Control
32992,238154,Control
32993,4099573,Control
32994,9319596,Control
32995,8289836,Test
32996,9047869,Test
32997,6713168,Control
32998,1819473,Control
32999,2767589,Control
33000,8036117,Control
33001,9128098,Control
33002,9284614,Test
33003,365525,Test
33004,3091387,Control
33005,1785940,Test
33006,6355360,Test
33007,6035849,Test
33008,2554918,Test
33009,89812,Test
33010,9090982,Test
33011,2061985,Control
33012,8921011,Control
33013,79127,Control
33014,9330492,Control
33015,5818000,Test
33016,6104987,Test
33017,5666357,Test
33018,7468377,Test
33019,5732198,Control
33020,6199317,Control
33021,1708383,Control
33022,3876464,Test
33023,6638024,Test
33024,2747440,Control
33025,2944439,Test
33026,5392696,Test
33027,6609552,Control
33028,4281404,Control
33029,777766,Test
33030,3998906,Test
33031,1769222,Test
33032,9646770,Test
33033,8350152,Control
33034,914309,Test
33035,664244,Test
33036,4129973,Test
33037,6580232,Test
33038,16202,Control
33039,1415081,Control
33040,8897389,Test
33041,4215470,Test
33042,7984218,Control
33043,9026497,Test
33044,9654726,Control
33045,510139,Control
33046,9988530,Test
33047,370651,Control
33048,6371663,Control
33049,2482270,Control
33050,8690005,Test
33051,7155824,Control
33052,3302485,Test
33053,3971071,Control
33054,655871,Control
33055,6930269,Test
33056,6508999,Test
33057,402509,Test
33058,4799672,Test
33059,4669853,Control
33060,1467023,Test
33061,5411033,Test
33062,5314289,Control
33063,8033640,Control
33064,2926568,Control
33065,1280540,Test
33066,516129,Test
33067,256853,Control
33068,5023117,Test
33069,9621690,Test
33070,903989,Test
33071,9698656,Test
33072,7032338,Test
33073,6748504,Test
33074,9963517,Test
33075,3115710,Control
33076,1455660,Control
33077,6229378,Test
33078,4229616,Test
33079,5492948,Test
33080,2481306,Test
33081,5519006,Control
33082,202856,Control
33083,1485883,Test
33084,4630949,Test
33085,7207344,Test
33086,5019270,Control
33087,6980695,Control
33088,3452031,Test
33089,5791290,Control
33090,2078407,Control
33091,5435712,Control
33092,3038711,Test
33093,5175035,Control
33094,7627270,Test
33095,9636768,Control
33096,6586925,Test
33097,6527546,Test
33098,7905462,Test
33099,6988240,Test
33100,6874863,Test
33101,3830374,Control
33102,9897300,Test
33103,1543785,Test
33104,9991244,Test
33105,1563739,Test
33106,6937976,Test
33107,7772844,Test
33108,2368093,Control
33109,1612012,Control
33110,5082474,Control
33111,8616579,Test
33112,1888782,Control
33113,2753304,Test
33114,7059525,Test
33115,6401355,Test
33116,5173628,Test
33117,5205052,Control
33118,4962987,Control
33119,3619249,Test
33120,9552647,Control
33121,2976622,Test
33122,806404,Test
33123,6334445,Test
33124,6294034,Control
33125,1524489,Test
33126,2488007,Control
33127,267397,Control
33128,7345861,Test
33129,5787279,Test
33130,8254254,Test
33131,660953,Control
33132,7069333,Test
33133,1096581,Control
33134,9132456,Test
33135,2559536,Test
33136,7005828,Test
33137,5925836,Control
33138,4618753,Test
33139,4445140,Test
33140,6178111,Test
33141,3413149,Test
33142,8393075,Test
33143,8238260,Test
33144,3380167,Test
33145,4690077,Test
33146,1526569,Control
33147,6213098,Control
33148,4029177,Test
33149,6314328,Test
33150,6970791,Control
33151,9106666,Control
33152,312781,Test
33153,8685414,Control
33154,7337790,Test
33155,4386726,Test
33156,6735671,Test
33157,3071382,Control
33158,4578721,Control
33159,9084523,Test
33160,9073461,Test
33161,2261960,Test
33162,1717817,Control
33163,6399184,Control
33164,3507994,Test
33165,5667006,Test
33166,9587816,Test
33167,3927326,Control
33168,9918040,Test
33169,1144495,Control
33170,6689891,Test
